id,recipe_name,prep_time_ai,cook_time_ai,time_source
405,Bánh rán bơ dừa,20,15,gemini-3.1-flash-lite-preview_estimate
406,Sườn nấu đậu ngự,30,60,gemini-3.1-flash-lite-preview_estimate
407,Bánh mì – Lưỡi heo khìa,45,60,gemini-3.1-flash-lite-preview_estimate
408,Xôi gà đậu xanh,120,45,gemini-3.1-flash-lite-preview_estimate
409,Bánh mì nướng tỏi,15,20,gemini-3.1-flash-lite-preview_estimate
410,Cơm chiên Dương Châu,25,20,gemini-3.1-flash-lite-preview_estimate
411,Bánh rán nhân khoai lang,20,15,gemini-3.1-flash-lite-preview_estimate
412,Bún gạo xào lòng nghệ,30,15,gemini-3.1-flash-lite-preview_estimate
413,Bánh rán trứng phô mai,15,10,gemini-3.1-flash-lite-preview_estimate
414,Lẩu bò chua cay,30,45,gemini-3.1-flash-lite-preview_estimate
415,Bánh mì kẹp cá chiên xù,20,15,gemini-3.1-flash-lite-preview_estimate
416,Sandwich nướng trứng xốt Mayonnaise,15,15,gemini-3.1-flash-lite-preview_estimate
417,Súp thanh cua hạt chia,20,25,gemini-3.1-flash-lite-preview_estimate
418,Bánh trứng phô mai rau củ,20,15,gemini-3.1-flash-lite-preview_estimate
419,Pancake sushi,10,15,gemini-3.1-flash-lite-preview_estimate
420,Pancake tôm phô mai,20,25,gemini-3.1-flash-lite-preview_estimate
421,Bún bò gân,30,120,gemini-3.1-flash-lite-preview_estimate
422,Cháo hạt sen nấu bò viên,25,45,gemini-3.1-flash-lite-preview_estimate
423,Bánh rán thịt nguội pate,15,15,gemini-3.1-flash-lite-preview_estimate
424,Pancake bò bằm,20,30,gemini-3.1-flash-lite-preview_estimate
425,Bánh mì thịt nướng sả mayo,25,15,gemini-3.1-flash-lite-preview_estimate
426,Sandwich kẹp chả tôm,30,15,gemini-3.1-flash-lite-preview_estimate
427,Burger cá hồi,20,15,gemini-3.1-flash-lite-preview_estimate
428,Mì EFU xào xá xíu,20,15,gemini-3.1-flash-lite-preview_estimate
429,Thăn heo chiên giòn rau quế,25,20,gemini-3.1-flash-lite-preview_estimate
430,Bún gạo xào mayo,25,15,gemini-3.1-flash-lite-preview_estimate
431,Cơm chanh ấn độ,20,25,gemini-3.1-flash-lite-preview_estimate
432,Bánh mì que xốt thịt cay Mayo,15,10,gemini-3.1-flash-lite-preview_estimate
433,Cá ngừ đại dương lúc lắc,20,15,gemini-3.1-flash-lite-preview_estimate
434,Mì cay,15,15,gemini-3.1-flash-lite-preview_estimate
435,Phở bò bắp hoa,20,70,gemini-3.1-flash-lite-preview_estimate
436,Cháo yến mạch thịt bò,10,15,gemini-3.1-flash-lite-preview_estimate
437,Bánh cuốn lòng vịt,30,25,gemini-3.1-flash-lite-preview_estimate
438,Sandwich cuộn thịt cua,25,15,gemini-3.1-flash-lite-preview_estimate
439,Pizza phở hải sản,20,20,gemini-3.1-flash-lite-preview_estimate
440,Bún bò giò heo,45,90,gemini-3.1-flash-lite-preview_estimate
441,Bánh rán hamburger,20,25,gemini-3.1-flash-lite-preview_estimate
442,Cánh gà chiên Coca,20,25,gemini-3.1-flash-lite-preview_estimate
443,Hàu chiên giòn sốt mayonnaise mù tạt,20,10,gemini-3.1-flash-lite-preview_estimate
444,Bánh kim chi hải sản,25,15,gemini-3.1-flash-lite-preview_estimate
445,Rong biển cuộn đậu hũ,20,20,gemini-3.1-flash-lite-preview_estimate
446,Bánh rán chocolate đậu đỏ,20,25,gemini-3.1-flash-lite-preview_estimate
447,Bánh rán chocolate jelly chanh dây,25,20,gemini-3.1-flash-lite-preview_estimate
448,Trứng chiên đậu hủ thịt cua,15,10,gemini-3.1-flash-lite-preview_estimate
449,Bánh canh khoai tím,45,40,gemini-3.1-flash-lite-preview_estimate
450,Lâu đài bánh rán,20,25,gemini-3.1-flash-lite-preview_estimate
451,Cơm phô mai chiên giòn,25,20,gemini-3.1-flash-lite-preview_estimate
452,Bánh đúc củ cải,25,30,gemini-3.1-flash-lite-preview_estimate
453,Bánh rán Chocolate,15,20,gemini-3.1-flash-lite-preview_estimate
454,Bánh rau củ chiên giòn,20,15,gemini-3.1-flash-lite-preview_estimate
455,Salad gà giòn,25,15,gemini-3.1-flash-lite-preview_estimate
456,Chả giò sứa,40,20,gemini-3.1-flash-lite-preview_estimate
457,Bánh há cảo,45,25,gemini-3.1-flash-lite-preview_estimate
458,Bánh mì que nướng rau củ,20,10,gemini-3.1-flash-lite-preview_estimate
459,Sushi đậu hũ,30,15,gemini-3.1-flash-lite-preview_estimate
460,Chả ốc chiên,35,15,gemini-3.1-flash-lite-preview_estimate
461,Bánh rán xiên que,20,15,gemini-3.1-flash-lite-preview_estimate
462,Bánh rán thú cưng,15,20,gemini-3.1-flash-lite-preview_estimate
463,Xôi chay ngũ sắc,30,45,gemini-3.1-flash-lite-preview_estimate
464,Bún mì xào tép,20,15,gemini-3.1-flash-lite-preview_estimate
465,Bún củ hủ dừa lá chanh,25,10,gemini-3.1-flash-lite-preview_estimate
466,Sandwich nướng tôm,20,20,gemini-3.1-flash-lite-preview_estimate
467,Viên xôi chiên,30,20,gemini-3.1-flash-lite-preview_estimate
468,Khổ qua xào chay,20,10,gemini-3.1-flash-lite-preview_estimate
469,Bánh rán vị chanh,15,15,gemini-3.1-flash-lite-preview_estimate
470,Phở xào,20,15,gemini-3.1-flash-lite-preview_estimate
471,Bánh canh cá lóc,30,70,gemini-3.1-flash-lite-preview_estimate
472,Bí đỏ hấp hải sản,25,35,gemini-3.1-flash-lite-preview_estimate
473,"Cá cơm, bắp chiên phô mai",20,15,gemini-3.1-flash-lite-preview_estimate
474,Bún gạo xào rau củ,30,20,gemini-3.1-flash-lite-preview_estimate
475,Salad thịt bò chiên,25,15,gemini-3.1-flash-lite-preview_estimate
476,Canh rau má khoai lang,20,25,gemini-3.1-flash-lite-preview_estimate
477,Canh đọt khổ qua rừng tôm thả,15,15,gemini-3.1-flash-lite-preview_estimate
478,Canh rong biển thịt bò,20,20,gemini-3.1-flash-lite-preview_estimate
479,Salad đậu cay,20,10,gemini-3.1-flash-lite-preview_estimate
480,Bánh khoai tây chiên xù,25,15,gemini-3.1-flash-lite-preview_estimate
481,Salad romain tôm chiên,20,10,gemini-3.1-flash-lite-preview_estimate
482,Canh cua rau nhút,30,20,gemini-3.1-flash-lite-preview_estimate
483,Bánh bí đỏ tôm thịt,40,15,gemini-3.1-flash-lite-preview_estimate
484,Chân giò cuộn hầm sâm,25,60,gemini-3.1-flash-lite-preview_estimate
485,Cháo hàu sữa đậu xanh,25,45,gemini-3.1-flash-lite-preview_estimate
486,Mì Spaghetti xốt chay,20,25,gemini-3.1-flash-lite-preview_estimate
487,Salad cá chiên giòn,20,15,gemini-3.1-flash-lite-preview_estimate
488,Mực nhồi tôm chiên hạnh nhân,30,20,gemini-3.1-flash-lite-preview_estimate
489,Canh cải gói thịt gà nấm hương,25,20,gemini-3.1-flash-lite-preview_estimate
490,Cá tẩm bột cay chiên giòn,20,15,gemini-3.1-flash-lite-preview_estimate
491,Mì Quảng xào lươn,25,15,gemini-3.1-flash-lite-preview_estimate
492,Bánh tart thập cẩm,45,35,gemini-3.1-flash-lite-preview_estimate
493,Xúc xích ếch,40,30,gemini-3.1-flash-lite-preview_estimate
494,Bánh ướt xá xíu áp chảo,20,25,gemini-3.1-flash-lite-preview_estimate
495,Hamburger bí đỏ,30,20,gemini-3.1-flash-lite-preview_estimate
496,Canh gân bò cải chua,15,60,gemini-3.1-flash-lite-preview_estimate
497,Xôi tôm củ sen,30,30,gemini-3.1-flash-lite-preview_estimate
498,Udon thịt xíu,45,60,gemini-3.1-flash-lite-preview_estimate
499,Sakê bột chiên,20,20,gemini-3.1-flash-lite-preview_estimate
500,Bánh xếp chay,45,25,gemini-3.1-flash-lite-preview_estimate
501,Bún cua lưỡi heo,40,45,gemini-3.1-flash-lite-preview_estimate
502,Tàu hũ ki cuộn tôm,35,20,gemini-3.1-flash-lite-preview_estimate
503,Bánh giò trứng cút,45,45,gemini-3.1-flash-lite-preview_estimate
504,Bánh bông lan trứng muối,20,20,gemini-3.1-flash-lite-preview_estimate
505,Canh ghẹ húng quế,25,15,gemini-3.1-flash-lite-preview_estimate
506,Bánh mì hấp bì chay,30,25,gemini-3.1-flash-lite-preview_estimate
507,Bì bún chay,25,20,gemini-3.1-flash-lite-preview_estimate
508,Cơm rau củ nấm hương,20,15,gemini-3.1-flash-lite-preview_estimate
509,Ragu bò,30,60,gemini-3.1-flash-lite-preview_estimate
510,Bánh cóng,45,30,gemini-3.1-flash-lite-preview_estimate
511,Cuốn tàu hũ ky xốt tiêu,30,25,gemini-3.1-flash-lite-preview_estimate
512,Mì tương đen,20,25,gemini-3.1-flash-lite-preview_estimate
513,Đùi gà mật ong,30,35,gemini-3.1-flash-lite-preview_estimate
514,Mì vịt tiềm chay,40,45,gemini-3.1-flash-lite-preview_estimate
515,Chả trứng hấp,20,22,gemini-3.1-flash-lite-preview_estimate
516,Phở bò,45,70,gemini-3.1-flash-lite-preview_estimate
517,Bò né chay,30,10,gemini-3.1-flash-lite-preview_estimate
518,Nem nướng,45,30,gemini-3.1-flash-lite-preview_estimate
519,Bánh bao chiên,60,25,gemini-3.1-flash-lite-preview_estimate
520,Chả giò rong biển,30,15,gemini-3.1-flash-lite-preview_estimate
521,Phở chay,45,80,gemini-3.1-flash-lite-preview_estimate
522,Bò nấu pate tiêu xanh,40,45,gemini-3.1-flash-lite-preview_estimate
523,Cải rổ xào tỏi,15,10,gemini-3.1-flash-lite-preview_estimate
524,Súp cồi điệp rau củ,20,15,gemini-3.1-flash-lite-preview_estimate
525,Bánh cuốn nhân cá hồi,25,20,gemini-3.1-flash-lite-preview_estimate
526,Canh rong biển hạt sen,15,15,gemini-3.1-flash-lite-preview_estimate
527,Cua lột xào chua ngọt,20,15,gemini-3.1-flash-lite-preview_estimate
528,Cháo ếch,30,45,gemini-3.1-flash-lite-preview_estimate
529,Canh bí đỏ rong biển,20,25,gemini-3.1-flash-lite-preview_estimate
530,Bánh ít nhân tôm thịt,60,45,gemini-3.1-flash-lite-preview_estimate
531,Bánh mì kẹp phô mai thịt nguội,20,15,gemini-3.1-flash-lite-preview_estimate
532,Cơm chiên cá mặn,30,20,gemini-3.1-flash-lite-preview_estimate
533,Bánh cuốn củ cải,45,30,gemini-3.1-flash-lite-preview_estimate
534,Bánh đa cua,60,45,gemini-3.1-flash-lite-preview_estimate
535,Nui xào bò,30,20,gemini-3.1-flash-lite-preview_estimate
536,Salad mì Ý với giò thủ,20,15,gemini-3.1-flash-lite-preview_estimate
537,Súp sắc màu,25,15,gemini-3.1-flash-lite-preview_estimate
538,Bún gạo xào thịt bò,30,15,gemini-3.1-flash-lite-preview_estimate
539,Cơm chiên dừa,20,15,gemini-3.1-flash-lite-preview_estimate
540,Súp chua cay chay,30,45,gemini-3.1-flash-lite-preview_estimate
541,Cháo tim gan,25,40,gemini-3.1-flash-lite-preview_estimate
542,Súp nghêu rong biển,25,15,gemini-3.1-flash-lite-preview_estimate
543,Bánh mì trứng thịt nguội,15,10,gemini-3.1-flash-lite-preview_estimate
544,Cơm chiên nấm thịt bò,30,15,gemini-3.1-flash-lite-preview_estimate
545,Ra-gu chay,20,30,gemini-3.1-flash-lite-preview_estimate
546,Cháo tôm nếp cẩm,25,45,gemini-3.1-flash-lite-preview_estimate
547,Súp tôm bí đỏ,20,35,gemini-3.1-flash-lite-preview_estimate
548,Nui nơ nấu thịt băm,15,15,gemini-3.1-flash-lite-preview_estimate
549,Súp cua củ năng,25,20,gemini-3.1-flash-lite-preview_estimate
550,Hủ tiếu mì xào,20,15,gemini-3.1-flash-lite-preview_estimate
551,Cháo trứng thịt bằm,20,45,gemini-3.1-flash-lite-preview_estimate
552,Chả giò Spaghetti,30,20,gemini-3.1-flash-lite-preview_estimate
553,Mì xào giòn chay,25,15,gemini-3.1-flash-lite-preview_estimate
554,Cháo nghêu,30,40,gemini-3.1-flash-lite-preview_estimate
555,Bánh mì chiên tôm,20,15,gemini-3.1-flash-lite-preview_estimate
556,Salad nui ba màu,25,10,gemini-3.1-flash-lite-preview_estimate
557,Hủ tiếu xào cua thanh,20,15,gemini-3.1-flash-lite-preview_estimate
558,Miến gà măng khô,30,45,gemini-3.1-flash-lite-preview_estimate
559,Bún chay lá chanh,25,30,gemini-3.1-flash-lite-preview_estimate
560,Bò lúc lắc Mayo,20,15,gemini-3.1-flash-lite-preview_estimate
561,Mì Quảng xào chay,25,20,gemini-3.1-flash-lite-preview_estimate
562,Trứng chiên lạp xưởng,10,10,gemini-3.1-flash-lite-preview_estimate
563,Salad mì Ý chua ngọt,20,15,gemini-3.1-flash-lite-preview_estimate
564,Miến xào xốt tương,25,20,gemini-3.1-flash-lite-preview_estimate
565,Bánh mì đút lò xốt mayonnaise,20,15,gemini-3.1-flash-lite-preview_estimate
566,Bánh mì phô mai thịt nguội,15,10,gemini-3.1-flash-lite-preview_estimate
567,Bánh mì kẹp xúc xích,20,5,gemini-3.1-flash-lite-preview_estimate
568,Nui xào hải sản,25,20,gemini-3.1-flash-lite-preview_estimate
569,Đậu hũ chiên sả ớt,20,15,gemini-3.1-flash-lite-preview_estimate
570,Cuốn gà,30,25,gemini-3.1-flash-lite-preview_estimate
571,Bánh mì xíu mại,30,30,gemini-3.1-flash-lite-preview_estimate
572,Bánh mì kẹp thịt gà khìa,20,25,gemini-3.1-flash-lite-preview_estimate
573,Bánh mì tẩm trứng chiên,15,15,gemini-3.1-flash-lite-preview_estimate
574,Bánh mì kẹp tôm trộn Mayonnaise,25,10,gemini-3.1-flash-lite-preview_estimate
575,Sandwich cuốn tôm,30,15,gemini-3.1-flash-lite-preview_estimate
576,Bánh canh cua,45,60,gemini-3.1-flash-lite-preview_estimate
577,Sandwich cá ngừ,15,0,gemini-3.1-flash-lite-preview_estimate
578,Mì Quảng,30,25,gemini-3.1-flash-lite-preview_estimate
579,Bê thấu,25,10,gemini-3.1-flash-lite-preview_estimate
580,Bánh mì nướng xốt cà,20,15,gemini-3.1-flash-lite-preview_estimate
581,Bún bò Huế Chay,30,45,gemini-3.1-flash-lite-preview_estimate
582,Xôi gà,20,40,gemini-3.1-flash-lite-preview_estimate
583,Bánh mì nướng hoa hồng,15,10,gemini-3.1-flash-lite-preview_estimate
584,Burger cá kiểu Hawaii,20,15,gemini-3.1-flash-lite-preview_estimate
585,Hamburger kiểu Mehico,30,20,gemini-3.1-flash-lite-preview_estimate
586,Nui xào gà,25,25,gemini-3.1-flash-lite-preview_estimate
587,Bánh cuốn chay,30,25,gemini-3.1-flash-lite-preview_estimate
588,Bánh mì ốp la cá mòi,15,10,gemini-3.1-flash-lite-preview_estimate
589,Burger cá ngừ,20,5,gemini-3.1-flash-lite-preview_estimate
590,Bánh mì bì Sài Gòn,45,40,gemini-3.1-flash-lite-preview_estimate
591,Bún riêu cua xí quách,60,90,gemini-3.1-flash-lite-preview_estimate
592,Bún ốc,40,30,gemini-3.1-flash-lite-preview_estimate
593,Bún giò heo nấu giấm,30,25,gemini-3.1-flash-lite-preview_estimate
594,Khai vị đầu xuân,20,10,gemini-3.1-flash-lite-preview_estimate
595,Bò kho,45,60,gemini-3.1-flash-lite-preview_estimate
596,THĂN BÊ NƯỚNG Y,15,10,gemini-3.1-flash-lite-preview_estimate
597,Lẩu sườn bò chua cay,25,45,gemini-3.1-flash-lite-preview_estimate
598,Salad bò nướng áp chảo,20,15,gemini-3.1-flash-lite-preview_estimate
599,CÁ ĐIÊU HỒNG CHIÊN RAU CỦ NGŨ SẮC,20,15,gemini-3.1-flash-lite-preview_estimate
600,LẨU CHAO CỦ SEN KHOAI MÔN CHAY,30,25,gemini-3.1-flash-lite-preview_estimate
601,GÀ GIÒN ÁP CHẢO XỐT THÁI,15,20,gemini-3.1-flash-lite-preview_estimate
602,Canh cua rau đay,20,15,gemini-3.1-flash-lite-preview_estimate
603,Sườn nướng mật ong,40,18,gemini-3.1-flash-lite-preview_estimate
604,Miến xào nghêu,30,20,gemini-3.1-flash-lite-preview_estimate
605,Lươn kho sả ớt,20,25,gemini-3.1-flash-lite-preview_estimate
606,Gà chiên xúc xích ớt xiêm,30,25,gemini-3.1-flash-lite-preview_estimate
607,Cá bông lau chua ngọt,25,20,gemini-3.1-flash-lite-preview_estimate
608,Cá nục kho tóp mỡ,15,25,gemini-3.1-flash-lite-preview_estimate
609,Cà ri lươn,25,30,gemini-3.1-flash-lite-preview_estimate
610,Cánh gà chiên lá quế,40,20,gemini-3.1-flash-lite-preview_estimate
611,Vịt kho riềng ớt khô,25,45,gemini-3.1-flash-lite-preview_estimate
612,Cơm sen gạo lứt chay,30,35,gemini-3.1-flash-lite-preview_estimate
613,Sườn kho khoai tây,20,30,gemini-3.1-flash-lite-preview_estimate
614,Tôm sú kho lá quế,20,15,gemini-3.1-flash-lite-preview_estimate
615,Canh tôm bồ ngót,15,10,gemini-3.1-flash-lite-preview_estimate
616,Tim heo nướng ngũ vị,25,20,gemini-3.1-flash-lite-preview_estimate
617,Cá nục kho mía,25,40,gemini-3.1-flash-lite-preview_estimate
618,Cá basa fillet chiên trứng,20,15,gemini-3.1-flash-lite-preview_estimate
619,Mề gà xào cay,20,15,gemini-3.1-flash-lite-preview_estimate
620,Thịt bò chiên trộn cải mầm,20,15,gemini-3.1-flash-lite-preview_estimate
621,Sườn chay om nấm đùi gà,30,25,gemini-3.1-flash-lite-preview_estimate
622,Lẩu bò thảo mộc,25,60,gemini-3.1-flash-lite-preview_estimate
623,Thịt bê xào lăn,20,15,gemini-3.1-flash-lite-preview_estimate
624,Cá chép kho riềng,45,60,gemini-3.1-flash-lite-preview_estimate
625,Cơm gà nướng nước tương,20,20,gemini-3.1-flash-lite-preview_estimate
626,Gà xào tiêu đen,20,15,gemini-3.1-flash-lite-preview_estimate
627,Canh chua cá lóc đậu tương,25,20,gemini-3.1-flash-lite-preview_estimate
628,Gà hấp hành răm,30,40,gemini-3.1-flash-lite-preview_estimate
629,Bông cải xào nước tương,20,10,gemini-3.1-flash-lite-preview_estimate
630,Trà sữa blendy trái cây,10,5,gemini-3.1-flash-lite-preview_estimate
631,Gà nướng xiên,30,25,gemini-3.1-flash-lite-preview_estimate
632,Đậu hũ hấp trứng,20,25,gemini-3.1-flash-lite-preview_estimate
633,Mực chiên giòn sốt tắc,25,15,gemini-3.1-flash-lite-preview_estimate
634,Pad Thái chay,30,20,gemini-3.1-flash-lite-preview_estimate
635,Canh tôm chua cay,30,25,gemini-3.1-flash-lite-preview_estimate
636,Sườn non kho dưa cải,20,40,gemini-3.1-flash-lite-preview_estimate
637,Dồi trường xào bông hẹ,45,15,gemini-3.1-flash-lite-preview_estimate
638,Đông cô bách hoa chay,30,25,gemini-3.1-flash-lite-preview_estimate
639,Lẩu hoa cá kèo,25,20,gemini-3.1-flash-lite-preview_estimate
640,Đùi gà Barbecue,20,40,gemini-3.1-flash-lite-preview_estimate
641,Thịt bò xào bông so đũa,20,10,gemini-3.1-flash-lite-preview_estimate
642,Cua rang sốt tắc,30,25,gemini-3.1-flash-lite-preview_estimate
643,Cánh gà nướng cay,90,40,gemini-3.1-flash-lite-preview_estimate
644,Lẩu vịt tía tô,30,45,gemini-3.1-flash-lite-preview_estimate
645,Bao tử khìa nước dừa,40,50,gemini-3.1-flash-lite-preview_estimate
646,Mì căn xốt nấm,25,20,gemini-3.1-flash-lite-preview_estimate
647,Canh cua khổ qua,25,30,gemini-3.1-flash-lite-preview_estimate
648,Mì spaghetti xào tôm nấm,30,20,gemini-3.1-flash-lite-preview_estimate
649,Canh bí đỏ đậu phộng,20,25,gemini-3.1-flash-lite-preview_estimate
650,Khổ qua nhồi nấm kho nước tương,25,30,gemini-3.1-flash-lite-preview_estimate
651,Cá nục kho thơm,30,45,gemini-3.1-flash-lite-preview_estimate
652,Mực ống hấp củ đậu,20,20,gemini-3.1-flash-lite-preview_estimate
653,Lẩu vịt hầm sả,30,45,gemini-3.1-flash-lite-preview_estimate
654,Cà ri gà,35,40,gemini-3.1-flash-lite-preview_estimate
655,Canh khổ qua hầm thịt,25,35,gemini-3.1-flash-lite-preview_estimate
656,Cua xào xốt tương,25,20,gemini-3.1-flash-lite-preview_estimate
657,Canh hàu sữa măng chua,20,15,gemini-3.1-flash-lite-preview_estimate
658,Trứng cút xào chua ngọt,20,15,gemini-3.1-flash-lite-preview_estimate
659,Lẩu gà chua cay,30,40,gemini-3.1-flash-lite-preview_estimate
660,Đùi gà áp chảo xốt thơm,25,35,gemini-3.1-flash-lite-preview_estimate
661,Canh chua tôm nước trong,20,45,gemini-3.1-flash-lite-preview_estimate
662,Canh sườn bò củ sen,20,45,gemini-3.1-flash-lite-preview_estimate
663,Canh giò heo rau củ,15,30,gemini-3.1-flash-lite-preview_estimate
664,Canh nấm hạt sen,15,20,gemini-3.1-flash-lite-preview_estimate
665,Đậu bắp nhồi chả cá chiên,25,15,gemini-3.1-flash-lite-preview_estimate
666,Cánh gà xốt mù tạt,20,20,gemini-3.1-flash-lite-preview_estimate
667,Gan bò áp chảo,20,15,gemini-3.1-flash-lite-preview_estimate
668,Trứng cuộn kiểu Nhật,20,15,gemini-3.1-flash-lite-preview_estimate
669,Mực xào sả ớt,25,10,gemini-3.1-flash-lite-preview_estimate
670,Canh chua sườn,20,35,gemini-3.1-flash-lite-preview_estimate
671,Cốt lết chiên sả ớt,20,25,gemini-3.1-flash-lite-preview_estimate
672,Bánh gạo xào cay,25,15,gemini-3.1-flash-lite-preview_estimate
673,Cá nục xốt thơm,20,20,gemini-3.1-flash-lite-preview_estimate
674,Chả lụa chay kho thơm,25,30,gemini-3.1-flash-lite-preview_estimate
675,Cánh gà chiên nước mắm,30,20,gemini-3.1-flash-lite-preview_estimate
676,Sườn non kho củ sen,20,40,gemini-3.1-flash-lite-preview_estimate
677,Cá cuộn tôm trứng cút,30,15,gemini-3.1-flash-lite-preview_estimate
678,Canh gân bò chua cay,20,60,gemini-3.1-flash-lite-preview_estimate
679,Đậu chiên thả nước tương,25,25,gemini-3.1-flash-lite-preview_estimate
680,Canh chả tôm chùm ngây,20,15,gemini-3.1-flash-lite-preview_estimate
681,Rau củ xào đậu hũ xốt mè,25,15,gemini-3.1-flash-lite-preview_estimate
682,Cá trứng chấm tương me,15,15,gemini-3.1-flash-lite-preview_estimate
