id,recipe_name,description,image_url,prep_time,cook_time,servings,difficulty,created_by,status,created_at,updated_at,calories
112,Salad cầu vồng ngày hè,"Rau củ tươi giòn, bơ dẻo bùi, còn bưởi thì chua ngọt, quyện cùng xốt Mayonnaise Aji-mayo beo béo, hòa với những lát thịt xá xíu đậm đà và mực thơm mùi sả. Ăn",https://monngonmoingay.com/wp-content/uploads/2021/06/salad-cau-vong-ngay-he-1024x202.jpg,0,10,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),355
113,Gỏi cóc tai heo,"Vị giòn ngọt sựt sựt của tai heo kết hợp với vị chua chua của cóc, thêm chút bùi bùi từ bánh tráng mè; kèm với nước chấm chua chua ngọt ngọt thiệt bắt vị! Một",https://monngonmoingay.com/wp-content/uploads/2021/05/goi-coc-tai-heo-1024x202.jpg,0,10,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),346
114,Lưỡi heo trộn kiệu chua,"Lưỡi heo trộn kiệu chua cay, miếng lưỡi mềm, thấm vị, ăn kèm rau củ tươi, vừa ngon vừa bổ dưỡng, giúp bữa cơm gia đình thêm lạ miệng, ai cũng xuýt xoa.",https://monngonmoingay.com/wp-content/uploads/2021/05/luoi-heo-tron-kieu-chua-1024x202.jpg,0,15,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),363
115,Gỏi rau mầm tôm mực,Xin trân trọng giới thiệu 2 vedette đại dương – Tôm và Mực với màn biểu diễn múa sốt mayonnaise trên cánh đồng rau mầm xanh mơn mởn. Ai muốn thưởng thức màn,https://monngonmoingay.com/wp-content/uploads/2021/04/goi-rau-mam-tom-muc-1024x202.jpg,0,10,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),120
116,Salad bí đỏ,"Món ăn bổ dưỡng, giàu năng lượng cho sĩ tử trước khi bước vào mùa thi căng thẳng. Lưu ngay công thức nào các mẹ ơi!",https://monngonmoingay.com/wp-content/uploads/2021/04/salad-bi-do-1024x202.jpg,0,15,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),230
117,Salad bơ gà nướng,"Salad gà nướng kết hợp rau, bơ, bắp, hành tây tím, lá chanh, xốt mayonnaise Aji-mayo®, món salad thanh mát, màu sắc hấp dẫn, đủ dưỡng chất cho cả gia đình.",https://monngonmoingay.com/wp-content/uploads/2021/03/salad-ga-nuong-1024x202.jpg,0,20,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),211
118,Salad cam cá hồi,"Một món ăn cực kỳ thích hợp cho các nàng muốn có dáng đẹp, làn da xinh là đây! Với sự kết hợp của cam vàng chứa nhiều vitamin C, các loại salad tươi mát &",https://monngonmoingay.com/wp-content/uploads/2021/02/salad-cam-ca-hoi-1024x202.jpg,0,10,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),280
119,Gỏi cuốn chay xốt đậu phộng,"Với các nguyên liệu thanh đạm, và đặc biệt là nước chấm “xốt đậu phộng” béo béo, bùi bùi làm món Gỏi Cuốn Chay thêm ngon, ăn hoài không chán đó nha!",https://monngonmoingay.com/wp-content/uploads/2021/01/goi-cuon-chay-cham-xot-dau-phong-1024x202.jpg,0,10,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),320
120,Salad mực ống rong biển,"Thêm một gợi ý cho “bộ sưu tập Salad” cho team thích rau xanh đây Mẹ ơi. Lạ miệng, hấp dẫn cực kỳ thích hợp cho những ngày cần một món ăn nhẹ nhàng - Cùng xem",https://monngonmoingay.com/wp-content/uploads/2020/12/salad-muc-ong-rong-bien-1024x202.jpg,0,10,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),421
121,Gỏi bốn mùa,"Gỏi Bốn Mùa kết hợp cá cơm chiên giòn, bắp chuối, xoài xanh, dưa leo, cà rốt, rau thơm, nước mắm trộn chua cay mặn ngọt, món khai vị hấp dẫn cho cả nhà.",https://i.ytimg.com/vi/U697iOuxRpo/maxresdefault.jpg,0,10,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),261
122,Salad rong nho xốt cam,"Rong nho được mệnh danh là “trứng cá xanh” với hàm lượng chất dinh dưỡng cao, hỗ trợ tốt cho tim mạch, làm đẹp da, giảm nguy cơ mắc bệnh tiểu đường… Cùng đầu",https://monngonmoingay.com/wp-content/uploads/2020/10/salad-rong-nho-sot-cam-1024x202.jpg,0,10,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),224
123,Hàu trộn mầm cải,"Vị cay nồng từ cải xanh kết hợp với vị béo của hàu cùng với vị chua nhẹ từ nước sốt. Cùng xem món ngon hướng dẫn cách để hàu không bị dai, các loại rau còn",https://i.ytimg.com/vi/4vuUY3z8feM/maxresdefault.jpg,0,10,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),421
124,Salad tôm đậu hũ,Salad là một món ăn “giải nhiệt” vô cùng hiệu quả trong những ngày hè nóng bức. Cùng vào bếp với Món Ngon Mỗi Ngày thực hiện ngay món Salad Tôm Đậu Hũ “ngập,https://monngonmoingay.com/wp-content/uploads/2020/07/salad-tom-dau-hu-880.webp,0,10,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),538
125,Salad thanh long chanh dây,Mùi thơm từ chanh dây kết hợp cùng sữa chua và mật ong cùng với vị béo từ Xốt Mayonnaise Aji-mayo® xen lẫn độ giòn của táo,https://monngonmoingay.com/wp-content/uploads/2020/07/salad-thanh-long-chanh-day-880.webp,0,20,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),310
126,Salad hoa lý tôm xá xíu,"Sự kết hợp giữa Salad (vị Âu) và Xá Xíu (vị Á) tưởng không ngon mà lại ngon không tưởng nha! Nghe tên đã thấy hấp dẫn, vào bếp ngay chờ chi!",https://monngonmoingay.com/wp-content/uploads/2020/06/salad-hoa-ly-tom-xa-xiu-880.webp,0,15,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),463
127,Ớt chuông hải sản phô mai,"Vị thơm đặc trưng của ớt chuông, beo béo của phô mai & bơ, khi kết hợp với các loại hải sản đem đến vị ngon thật hoàn hảo cho cuối tuần đổi vị thêm ngon!",https://cf.shopee.vn/file/vn-11134207-7qukw-lgwb1oshncj6a2,0,10,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),205
128,Salad bò dưa kiệu,Nghe tên là đã thấy lạ miệng hấp dẫn rồi! Cùng Món Ngon Mỗi Ngày thực hiện ngay món Salad Bò Dưa Kiệu ngon đúng điệu ngay thôi!,https://monngonmoingay.com/wp-content/uploads/2020/04/salad-bo-dua-kieu.webp,0,10,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),245
129,Salad cải mầm tôm chiên,"Thời tiết đã vào những ngày nắng nóng khó chịu, cùng thực hiện ngay món Salad cải mầm tôm chiên giải nhiệt đi nào! Nguyên liệu đơn giản, vài phút chuẩn bị là",https://cookbeo.com/media/2021/02/salad-rau-mam/salad-rau-mam.jpg,0,10,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),321
130,Cơm gạo lứt trộn,"Giàu chất xơ, vitamin như B1, B2, B3, B6,…cùng các nguyên tố vi lượng như canxi, sắt, magiê, Gạo Lứt luôn là nguyên liệu dinh dưỡng được yêu thích. Đầu bếp",https://i.ytimg.com/vi/3liT2bPc15g/maxresdefault.jpg,0,15,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),460
131,Gỏi gà nướng trái dừa,"Lạ miệng tiệc Tết với món gỏi gà nay được biến tấu thành “Gỏi Gà Nướng Trái Dừa” vừa đẹp, vừa hấp dẫn. Lưu lại công thức và cách làm vì chắc rằng Mẹ sẽ cần đấy!",https://inauanngon.com/wp-content/uploads/2023/10/ga-nuong.jpg,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),538
132,Gỏi khổ qua cá khô,"Vị đắng nhẹ của khổ qua, nhai giòn sần sật khi được trộn cùng Khô Cá Lóc thơm ngon tạo nên món gỏi “số dzách”! Nếu đã chán những món gỏi thông thường, sao",https://monngonmoingay.com/wp-content/uploads/2015/08/IMG-4890-goi-kho-qua.png,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),211
133,Cháo nấm – Gà trộn é tía,"É tía hay còn gọi là hương nhu có tính dược nóng ấm, có công dụng chữa bệnh cảm ho, phế quản, lại mang hương vị đặc trưng độc đáo rất thích hợp trộn gỏi chua",https://i.ytimg.com/vi/8SmhJ_1z7GU/maxresdefault.jpg,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),421
134,Gỏi ếch cóc xanh,"Một gợi ý từ Món Ngon Mỗi Ngày nếu bạn đang tìm công thức cho món khai vị độc đáo. Món ngon tròn vị thật hoàn hảo với đùi ếch, tôm khô được trộn cùng cóc xanh",https://monngonmoingay.com/wp-content/uploads/2019/11/goi-ech-coc-xanh-500.jpg,0,15,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),455
135,Gỏi dưa leo khô cá cơm,"Cho dưa leo, cá cơm, xoài, cà chua, hành tây, 1/2 rau húng lủi, hành phi, mè vào tô, cho nước mắm chua ngọt vào trộn đều.",https://hieuhaisan.com/datafiles/setone/thumb_16924102047233_goi-dua-leo-1.jpg,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),311
136,Salad rong nho cá hồi,"Bày phần salad đã trộn ra dĩa, đặt rong nho và cá hồi cuộn hoa hồng lên, rưới thêm xốt còn lại. Trang trí với 1/2M trứng cá hồi cho hấp dẫn. Khi ăn trộn đều.",https://monngonmoingay.com/wp-content/uploads/2015/08/salad-rong-nho-880.jpg,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),170
137,Gỏi gà dưa leo,"Cho gỏi dưa leo ra dĩa, xếp thịt gà chiên giòn lên trên, thêm rau húng lủi, đậu phộng và mè rang lên. Trang trí thêm ớt sừng thái chỉ.",https://monngonmoingay.com/wp-content/uploads/2019/10/goi-ga-dua-leo-500.jpg,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),246
138,Salad tôm lạnh,"Salad tôm lạnh mát lành, tôm tươi, rau xanh, món ăn lý tưởng cho ngày nóng, cung cấp đủ rau, giúp mẹ yên tâm bé ăn ngon, không còn lo biếng ăn nữa.",https://sotaynauan.com/wp-content/uploads/2014/07/salad-tom-tron.jpg,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),613
139,Salad xanh,Thỉnh thoảng đổi thực đơn hằng ngày bằng món ăn thanh đạm để cơ thể nhẹ nhàng hơn. Món Ngon Mỗi Ngày giới thiệu bạn công thức Salad Xanh chuẩn tiêu chí “ăn,https://i.ytimg.com/vi/X7d4WC9QoRo/maxresdefault.jpg,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),963
142,Salad nấm linh chi,"Món này cực kì lạ miệng và thơm ngon, đã vậy còn có tác dụng chữa bệnh mất ngủ, viêm dạ dày, tê thấp, suyễn, sưng cổ họng. Cần bồi bổ cả nhà, mẹ nhớ ngay",https://monngonmoingay.com/wp-content/uploads/2019/07/salad-nam-linh-chi-500.jpg,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),80
143,Salad trái cây nhiệt đới,"Món này các Mẹ mà chế biến thì đảm bảo “dáng chuẩn như thời còn son” luôn nha. Hơn nữa, cả nhà lại có món ăn vừa ngon vừa giàu vitamin và chất xơ. Vào bếp trổ",https://lacvienpleiku.com/wp-content/uploads/2024/07/cach-lam-salad-trai-cay-nhiet-doi-5-1.jpg,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),288
144,Salad dưa lê,"Salad dưa lê thanh ngọt, giòn mát, kết hợp rau củ, tôm sú và cá ngừ, vừa đủ dưỡng chất lại không gây tăng cân, món salad mẹ nấu ai cũng ăn phà phà.",https://bepmina.vn/wp-content/uploads/2021/08/salad-rau-xa-lach-dua-chuot-2048x1430.jpeg,0,25,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),220
145,Gỏi gân bò trứng muối,Gân bò mà làm gỏi? Lạ lắm à nhen! Nhưng nói vậy thôi chứ món này mà chế biến xong thì đảm bảo “tốn cơm” lắm nhé các mẹ.,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1065645215657864,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),355
146,Salad hạt chia,"Salad hạt chia, vị chua nhẹ chanh, xoài ngọt, xốt mayonnaise béo sánh, món salad ngon, tốt cho sức khỏe, phù hợp cho người ăn kiêng hoặc giảm cân.",https://monngonmoingay.com/wp-content/uploads/2019/02/salad-hat-chia-500.jpg,0,25,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),171
147,Gỏi củ hủ dừa bao tử,"Gỏi củ hũ dừa bao tử làm từ củ hũ dừa giòn ngọt, bao tử heo dai, là món gỏi tươi ngon, hấp dẫn, đổi vị cho cả nhà dịp cuối tuần, ai cũng thích mê.",https://monngonmoingay.com/wp-content/uploads/2015/08/1_CQC0576_GoiBaoTuCaBasa.png,0,25,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),286
148,Salad cua thanh,"Salad cua thanh ngọt, điểm xuyết ớt chuông nướng thơm lừng, tạo hình tim xanh đỏ vàng bắt mắt, món salad bổ dưỡng, đẹp mắt, thích hợp tặng người thân yêu.",https://monngonmoingay.com/wp-content/uploads/2019/02/salad-thanh-cua-500.jpg,0,20,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),164
149,Salad rong sụn trứng muối,"Salad rong sụn trứng muối lạ miệng, xốt mayonnaise béo nhẹ, trứng muối mặn béo, rong sụn thanh mát, rau củ tươi, món salad hấp dẫn, ai cũng thích mê.",http://rongnhont.com/wp-content/uploads/2022/01/Salad-rong-sun-trung-muoi.jpg,0,25,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),371
150,Gỏi rau má tôm khô chiên giòn,"Gỏi rau má tôm khô chiên giòn, thịt áp chảo thơm, tôm khô giòn, rau má baby không đắng, món gỏi ít carb, thích hợp mang theo làm bữa trưa nhẹ nhàng.",https://monngonmoingay.com/wp-content/uploads/2018/12/goi-rau-ma-tom-kho-500.jpg,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),311
151,Mì nưa trộn sườn chay,"Mì nưa trộn sườn chay – ăn hoài không ngán, không tăng cân, phù hợp cho người ăn kiêng, món ăn nhẹ bụng, dễ làm, giúp bạn giữ dáng mà vẫn ngon miệng.",https://cdn.nguyenkimmall.com/images/companies/_1/tin-tuc/kinh-nghiem-meo-hay/meo vat/cach-lam-suon-non-chay-13.jpg,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),330
152,Gỏi mít thịt ba chỉ,"Các mẹ ơi, sắp cuối tuần rồi, làm món gì lạ miệng chút đi.",https://i.ytimg.com/vi/-DulZtnQ0Vw/maxresdefault.jpg,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),371
153,Gỏi gà sứa sả tắc,"Thử ngay món GỎI GÀ SỨA SẢ TẮC sẽ thấy: sứa giòn sần sật, thịt gà dai ngọt, nước gỏi chua chua, rau xanh thanh mát - ngon lạc lối luôn đó.",https://i.ytimg.com/vi/rialpNaf4Us/maxresdefault.jpg,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),205
154,Gỏi bưởi cá hồi,"Món ăn như gói trọn mọi hương vị. Từ chua của bưởi, cái thanh mát của rau xanh, bùi béo của khoai tây chiên, tới đậm đà thơm ngon của cá hồi. Một lần được quá",https://i.ytimg.com/vi/SUa048I34VM/maxresdefault.jpg,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),288
155,Gỏi cá,"Thịt cá bống giàu khoáng chất, lại dai ngon và hấp dẫn tuyệt vời. Cuốn bánh tráng cùng xà lách mát tươi, dưa leo giòn giòn, chút chua chút chát, chấm xốt đậu",https://dacsanphanthiet.net/wp-content/uploads/2021/08/goi-ca-trich-1024x597.jpg,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),538
156,Salad cam tôm sú,"Một công thức lạ miệng cho bạn trổ tài với cả nhà! Miếng cam tách múi trộn salad với cà rốt, hành tây, ớt chuông và tôm sú luộc chín tươi ngon, chỉ nhìn thôi",http://cdn.tgdd.vn/Files/2020/11/19/1307878/cuoi-tuan-healthy-voi-mon-salad-cam-tom-su-thanh-mat-202201111158038779.jpeg,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),245
157,Gỏi sứa khoai môn,"Xốt mayonnaise Aji-mayo® beo béo, bắt mắt quyện với cái xừng xực, giòn giòn của miếng sứa, cộng hưởng thêm chút chua của chanh và nước sốt. Nghe là bạn đã",https://nhahangphobienmytho.com/thumbnail/496x516x1/upload/product/goi-sua-khoai-mon-6082.jpg,0,10,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),280
158,Gỏi cua,"Gỏi cua chuối chuối, khế chua, cà rốt, rau thơm và hành tây, hòa quyện cùng nước mắm đậm đà, món ăn hấp dẫn khó cưỡng, rất thích hợp cho ngày hè oi bức.",https://nghebep.com/wp-content/uploads/2019/01/cua-bien-rang-muoi.jpg,0,25,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),296
159,Gỏi bạch tuộc ớt chuông,"Gỏi bạch chuông chuông giòn, chua ngọt hòa hòa, giàu vitamin và chất chống oxy hóa, là món ăn tuyệt vời cho buổi tổng kết ngày cuối tuần gia đình.",https://i.ytimg.com/vi/uX6lbj2i5LI/maxresdefault.jpg,0,30,4,easy,1,visible,Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),Thu Mar 12 2026 08:58:16 GMT+0700 (Indochina Time),171
